"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1102","","A110201","","A110202","","A141501","","A141502","","A141601","","A141602","","A141701","","A141702","","A141801","","A141802","","A191003","","A191005","","A191007","","A5103","","A5104","","A7101","","I5101","","I510120","","I510150","","I5102","","I510201","","J230113","","J230133","","J230223",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1102_日本人人口【人】","注釈","A110201_日本人人口（男）【人】","注釈","A110202_日本人人口（女）【人】","注釈","A141501_40歳以上人口（男）【人】","注釈","A141502_40歳以上人口（女）【人】","注釈","A141601_60歳以上人口（男）【人】","注釈","A141602_60歳以上人口（女）【人】","注釈","A141701_70歳以上人口（男）【人】","注釈","A141702_70歳以上人口（女）【人】","注釈","A141801_80歳以上人口（男）【人】","注釈","A141802_80歳以上人口（女）【人】","注釈","A191003_将来推計人口（2030年）【人】","注釈","A191005_将来推計人口（2040年）【人】","注釈","A191007_将来推計人口（2050年）【人】","注釈","A5103_転入者数【人】","注釈","A5104_転出者数【人】","注釈","A7101_世帯数【世帯】","注釈","I5101_病院数【施設】","注釈","I510120_一般病院数【施設】","注釈","I510150_療養病床を有する病院数【施設】","注釈","I5102_一般診療所数【施設】","注釈","I510201_有床一般診療所数【施設】","注釈","J230113_養護老人ホーム在所者数（詳細票）【人】","注釈","J230133_軽費老人ホーム在所者数（詳細票）【人】","注釈","J230223_有料老人ホーム在所者数（詳細票）【人】","注釈"
"1997100000","1997年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","22","","20","","1","","182","","***","","***","","***","","***",""
"1997100000","1997年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","20","","20","","1","","207","","***","","***","","***","","***",""
"1997100000","1997年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","21","","20","","3","","266","","***","","***","","***","","***",""
"1997100000","1997年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","19","","16","","1","","161","","***","","***","","***","","***",""
"1997100000","1997年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","21","","16","","1","","90","","***","","***","","***","","***",""
"1997100000","1997年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","8","","7","","0","","82","","***","","***","","***","","***",""
"1997100000","1997年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","15","","15","","0","","168","","***","","***","","***","","***",""
"1996100000","1996年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","114","","4","","1,129","","***","","***","","***","","***",""
"1996100000","1996年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","20","","1","","175","","***","","***","","***","","***",""
"1996100000","1996年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","20","","1","","204","","***","","***","","***","","***",""
"1996100000","1996年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","20","","1","","259","","***","","***","","***","","***",""
"1996100000","1996年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","16","","0","","163","","***","","***","","***","","***",""
"1996100000","1996年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","16","","1","","86","","***","","***","","***","","***",""
"1996100000","1996年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","7","","0","","81","","***","","***","","***","","***",""
"1996100000","1996年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","15","","0","","161","","***","","***","","***","","***",""
"1995100000","1995年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","544,145","","***","","114","","***","","1,097","","***","","***","","***","","***",""
"1995100000","1995年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","107,535","","***","","20","","***","","169","","***","","***","","***","","***",""
"1995100000","1995年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","80,215","","***","","20","","***","","200","","***","","***","","***","","***",""
"1995100000","1995年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","72,571","","***","","20","","***","","254","","***","","***","","***","","***",""
"1995100000","1995年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","98,194","","***","","16","","***","","162","","***","","***","","***","","***",""
"1995100000","1995年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","53,789","","***","","16","","***","","84","","***","","***","","***","","***",""
"1995100000","1995年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","56,674","","***","","7","","***","","79","","***","","***","","***","","***",""
"1995100000","1995年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","75,167","","***","","15","","***","","149","","***","","***","","***","","***",""
"1994100000","1994年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","115","","***","","1,085","","***","","***","","***","","***",""
"1994100000","1994年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","20","","***","","165","","***","","***","","***","","***",""
"1994100000","1994年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","20","","***","","201","","***","","***","","***","","***",""
"1994100000","1994年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","21","","***","","242","","***","","***","","***","","***",""
"1994100000","1994年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","16","","***","","163","","***","","***","","***","","***",""
"1994100000","1994年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","16","","***","","84","","***","","***","","***","","***",""
"1994100000","1994年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","7","","***","","78","","***","","***","","***","","***",""
"1994100000","1994年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","15","","***","","152","","***","","***","","***","","***",""
"1993100000","1993年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","115","","***","","1,049","","***","","***","","***","","***",""
"1993100000","1993年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","20","","***","","157","","***","","***","","***","","***",""
"1993100000","1993年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","20","","***","","197","","***","","***","","***","","***",""
"1993100000","1993年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","21","","***","","237","","***","","***","","***","","***",""
"1993100000","1993年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","16","","***","","157","","***","","***","","***","","***",""
"1993100000","1993年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","16","","***","","83","","***","","***","","***","","***",""
"1993100000","1993年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","7","","***","","77","","***","","***","","***","","***",""
"1993100000","1993年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","15","","***","","141","","***","","***","","***","","***",""
"1992100000","1992年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","116","","***","","1,030","","***","","***","","***","","***",""
"1992100000","1992年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","21","","***","","148","","***","","***","","***","","***",""
"1992100000","1992年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","20","","***","","197","","***","","***","","***","","***",""
"1992100000","1992年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","21","","***","","243","","***","","***","","***","","***",""
"1992100000","1992年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","16","","***","","151","","***","","***","","***","","***",""
"1992100000","1992年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","16","","***","","78","","***","","***","","***","","***",""
"1992100000","1992年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","7","","***","","74","","***","","***","","***","","***",""
"1992100000","1992年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","15","","***","","139","","***","","***","","***","","***",""
"1991100000","1991年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","115","","***","","1,007","","***","","***","","***","","***",""
"1991100000","1991年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","21","","***","","141","","***","","***","","***","","***",""
"1991100000","1991年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","20","","***","","198","","***","","***","","***","","***",""
"1991100000","1991年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","21","","***","","238","","***","","***","","***","","***",""
"1991100000","1991年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","16","","***","","144","","***","","***","","***","","***",""
"1991100000","1991年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","15","","***","","75","","***","","***","","***","","***",""
"1991100000","1991年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","7","","***","","72","","***","","***","","***","","***",""
"1991100000","1991年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","15","","***","","139","","***","","***","","***","","***",""
"1990100000","1990年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","490,915","","***","","116","","***","","991","","***","","***","","***","","***",""
"1990100000","1990年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","95,050","","***","","22","","***","","139","","***","","***","","***","","***",""
"1990100000","1990年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","71,916","","***","","20","","***","","197","","***","","***","","***","","***",""
"1990100000","1990年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","67,424","","***","","21","","***","","237","","***","","***","","***","","***",""
"1990100000","1990年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","90,109","","***","","16","","***","","142","","***","","***","","***","","***",""
"1990100000","1990年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","45,139","","***","","15","","***","","73","","***","","***","","***","","***",""
"1990100000","1990年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","53,798","","***","","7","","***","","69","","***","","***","","***","","***",""
"1990100000","1990年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","67,479","","***","","15","","***","","134","","***","","***","","***","","***",""
"1989100000","1989年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","116","","***","","965","","***","","***","","***","","***",""
"1989100000","1989年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","21","","***","","124","","***","","***","","***","","***",""
"1989100000","1989年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","21","","***","","205","","***","","***","","***","","***",""
"1989100000","1989年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","22","","***","","225","","***","","***","","***","","***",""
"1989100000","1989年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","16","","***","","145","","***","","***","","***","","***",""
"1989100000","1989年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","15","","***","","67","","***","","***","","***","","***",""
"1989100000","1989年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","7","","***","","67","","***","","***","","***","","***",""
"1989100000","1989年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","14","","***","","132","","***","","***","","***","","***",""
"1988100000","1988年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","129","","***","","952","","***","","***","","***","","***",""
"1988100000","1988年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","21","","***","","119","","***","","***","","***","","***",""
"1988100000","1988年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","22","","***","","204","","***","","***","","***","","***",""
"1988100000","1988年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","24","","***","","232","","***","","***","","***","","***",""
"1988100000","1988年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","19","","***","","143","","***","","***","","***","","***",""
"1988100000","1988年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","21","","***","","61","","***","","***","","***","","***",""
"1988100000","1988年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","8","","***","","67","","***","","***","","***","","***",""
"1988100000","1988年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","14","","***","","126","","***","","***","","***","","***",""
"1987100000","1987年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","125","","***","","950","","***","","***","","***","","***",""
"1987100000","1987年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","21","","***","","120","","***","","***","","***","","***",""
"1987100000","1987年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","23","","***","","200","","***","","***","","***","","***",""
"1987100000","1987年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","24","","***","","239","","***","","***","","***","","***",""
"1987100000","1987年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","17","","***","","144","","***","","***","","***","","***",""
"1987100000","1987年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","20","","***","","59","","***","","***","","***","","***",""
"1987100000","1987年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","7","","***","","66","","***","","***","","***","","***",""
"1987100000","1987年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","13","","***","","122","","***","","***","","***","","***",""
"1986100000","1986年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","103","","***","","950","","***","","***","","***","","***",""
"1986100000","1986年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","15","","***","","122","","***","","***","","***","","***",""
"1986100000","1986年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","23","","***","","200","","***","","***","","***","","***",""
"1986100000","1986年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","19","","***","","243","","***","","***","","***","","***",""
"1986100000","1986年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","15","","***","","146","","***","","***","","***","","***",""
"1986100000","1986年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","14","","***","","57","","***","","***","","***","","***",""
"1986100000","1986年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","5","","***","","64","","***","","***","","***","","***",""
"1986100000","1986年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","12","","***","","118","","***","","***","","***","","***",""
"1985100000","1985年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","433,348","","***","","102","","***","","962","","***","","***","","***","","***",""
"1985100000","1985年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","80,500","","***","","15","","***","","120","","***","","***","","***","","***",""
"1985100000","1985年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","65,158","","***","","23","","***","","204","","***","","***","","***","","***",""
"1985100000","1985年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","62,257","","***","","19","","***","","247","","***","","***","","***","","***",""
"1985100000","1985年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","78,592","","***","","14","","***","","150","","***","","***","","***","","***",""
"1985100000","1985年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","37,294","","***","","15","","***","","57","","***","","***","","***","","***",""
"1985100000","1985年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","49,458","","***","","5","","***","","63","","***","","***","","***","","***",""
"1985100000","1985年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","60,089","","***","","11","","***","","121","","***","","***","","***","","***",""
"1984100000","1984年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","102","","***","","968","","***","","***","","***","","***",""
"1984100000","1984年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","15","","***","","120","","***","","***","","***","","***",""
"1984100000","1984年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","23","","***","","206","","***","","***","","***","","***",""
"1984100000","1984年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","19","","***","","252","","***","","***","","***","","***",""
"1984100000","1984年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","14","","***","","148","","***","","***","","***","","***",""
"1984100000","1984年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","15","","***","","55","","***","","***","","***","","***",""
"1984100000","1984年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","5","","***","","64","","***","","***","","***","","***",""
"1984100000","1984年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","11","","***","","123","","***","","***","","***","","***",""
"1983100000","1983年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","102","","***","","974","","***","","***","","***","","***",""
"1983100000","1983年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","15","","***","","120","","***","","***","","***","","***",""
"1983100000","1983年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","23","","***","","204","","***","","***","","***","","***",""
"1983100000","1983年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","19","","***","","253","","***","","***","","***","","***",""
"1983100000","1983年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","14","","***","","149","","***","","***","","***","","***",""
"1983100000","1983年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","16","","***","","57","","***","","***","","***","","***",""
"1983100000","1983年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","5","","***","","64","","***","","***","","***","","***",""
"1983100000","1983年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","10","","***","","127","","***","","***","","***","","***",""
"1982100000","1982年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","100","","***","","973","","***","","***","","***","","***",""
"1982100000","1982年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","15","","***","","121","","***","","***","","***","","***",""
"1982100000","1982年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","23","","***","","206","","***","","***","","***","","***",""
"1982100000","1982年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","19","","***","","248","","***","","***","","***","","***",""
"1982100000","1982年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","14","","***","","148","","***","","***","","***","","***",""
"1982100000","1982年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","29","","***","","242","","***","","***","","***","","***",""
"1982100000","1982年度","40136","福岡県 福岡市 城南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","-","","***","","3","","***","","***","","***","","***",""
